SalesDate,ItemID,StoreID,SalesQuantity,Lag_1,Lag_7,RollingAvg_7,Month,DayOfWeek
2016-01-21,2145,1,1,1.0,0.0,0.0,1,3
2016-01-23,2145,1,1,1.0,0.0,0.0,1,5
2016-01-31,2145,1,1,1.0,0.0,0.0,1,6
2016-01-13,21469,1,1,0.0,0.0,0.0,1,2
2016-01-17,21469,1,1,1.0,0.0,0.0,1,6
2016-01-03,2148,1,1,0.0,0.0,0.0,1,6
2016-01-04,2148,1,1,1.0,0.0,0.0,1,0
2016-01-07,2148,1,1,1.0,0.0,0.0,1,3
2016-01-10,2148,1,1,1.0,0.0,0.0,1,6
2016-01-11,2148,1,1,1.0,0.0,0.0,1,0
2016-01-15,2148,1,1,1.0,0.0,0.0,1,4
2016-01-17,2148,1,1,1.0,0.0,1.0,1,6
2016-01-19,2148,1,2,1.0,1.0,1.1428571428571428,1,1
2016-01-20,2148,1,1,2.0,1.0,1.1428571428571428,1,2
2016-01-22,2148,1,1,1.0,1.0,1.1428571428571428,1,4
2016-01-24,2148,1,2,1.0,1.0,1.2857142857142858,1,6
2016-01-04,2149,1,1,0.0,0.0,0.0,1,0
2016-01-12,2149,1,1,1.0,0.0,0.0,1,1
2016-01-15,2149,1,1,1.0,0.0,0.0,1,4
2016-01-17,2149,1,1,1.0,0.0,0.0,1,6
2016-01-21,2149,1,2,1.0,0.0,0.0,1,3
2016-01-23,2149,1,2,2.0,0.0,0.0,1,5
2016-01-24,2149,1,1,2.0,0.0,1.2857142857142858,1,6
2016-01-25,2149,1,1,1.0,1.0,1.2857142857142858,1,0
2016-01-09,21510,1,1,0.0,0.0,0.0,1,5
2016-01-17,21510,1,1,1.0,0.0,0.0,1,6
2016-01-29,21510,1,2,1.0,0.0,0.0,1,4
2016-01-30,21510,1,1,2.0,0.0,0.0,1,5
2016-01-31,21510,1,1,1.0,0.0,0.0,1,6
2016-01-02,2152,1,1,0.0,0.0,0.0,1,5
2016-01-03,2152,1,1,1.0,0.0,0.0,1,6
2016-01-06,2152,1,1,1.0,0.0,0.0,1,2
2016-01-08,2152,1,1,1.0,0.0,0.0,1,4
2016-01-09,2152,1,1,1.0,0.0,0.0,1,5
2016-01-13,2152,1,1,1.0,0.0,0.0,1,2
2016-01-14,2152,1,2,1.0,0.0,1.1428571428571428,1,3
2016-01-15,2152,1,2,2.0,1.0,1.2857142857142858,1,4
2016-01-16,2152,1,4,2.0,1.0,1.7142857142857142,1,5
2016-01-19,2152,1,1,4.0,1.0,1.7142857142857142,1,1
2016-01-21,2152,1,1,1.0,1.0,1.7142857142857142,1,3
2016-01-23,2152,1,2,1.0,1.0,1.8571428571428572,1,5
2016-01-29,2152,1,1,2.0,1.0,1.8571428571428572,1,4
2016-01-30,2152,1,3,1.0,2.0,2.0,1,5
2016-01-09,2153,1,1,0.0,0.0,0.0,1,5
2016-01-14,2153,1,1,1.0,0.0,0.0,1,3
2016-01-25,2153,1,1,1.0,0.0,0.0,1,0
2016-01-29,2153,1,3,1.0,0.0,0.0,1,4
2016-01-08,2155,1,1,0.0,0.0,0.0,1,4
2016-01-13,2155,1,1,1.0,0.0,0.0,1,2
2016-01-14,2155,1,1,1.0,0.0,0.0,1,3
2016-01-29,2156,1,1,0.0,0.0,0.0,1,4
2016-01-09,21576,1,1,0.0,0.0,0.0,1,5
2016-01-20,21576,1,2,1.0,0.0,0.0,1,2
2016-01-04,2159,1,1,0.0,0.0,0.0,1,0
2016-01-28,2159,1,1,1.0,0.0,0.0,1,3
2016-01-30,2159,1,1,1.0,0.0,0.0,1,5
2016-01-15,21609,1,1,0.0,0.0,0.0,1,4
2016-01-17,21609,1,2,1.0,0.0,0.0,1,6
2016-01-24,21609,1,3,2.0,0.0,0.0,1,6
2016-01-29,21609,1,3,3.0,0.0,0.0,1,4
2016-01-30,21609,1,1,3.0,0.0,0.0,1,5
2016-01-01,2161,1,1,0.0,0.0,0.0,1,4
2016-01-05,2161,1,1,1.0,0.0,0.0,1,1
2016-01-23,2161,1,1,1.0,0.0,0.0,1,5
2016-01-26,21627,1,2,0.0,0.0,0.0,1,1
2016-01-16,2163,1,1,0.0,0.0,0.0,1,5
2016-01-30,2163,1,1,1.0,0.0,0.0,1,5
2016-01-03,2164,1,1,0.0,0.0,0.0,1,6
2016-01-05,2164,1,2,1.0,0.0,0.0,1,1
2016-01-07,2164,1,1,2.0,0.0,0.0,1,3
2016-01-08,2164,1,1,1.0,0.0,0.0,1,4
2016-01-11,2164,1,1,1.0,0.0,0.0,1,0
2016-01-13,2164,1,5,1.0,0.0,0.0,1,2
2016-01-18,2164,1,1,5.0,0.0,1.7142857142857142,1,0
2016-01-19,2164,1,1,1.0,1.0,1.7142857142857142,1,1
2016-01-20,2164,1,1,1.0,2.0,1.5714285714285714,1,2
2016-01-21,2164,1,2,1.0,1.0,1.7142857142857142,1,3
2016-01-23,2164,1,1,2.0,1.0,1.7142857142857142,1,5
2016-01-28,2164,1,1,1.0,1.0,1.7142857142857142,1,3
2016-01-29,2164,1,1,1.0,5.0,1.1428571428571428,1,4
2016-01-30,2164,1,2,1.0,1.0,1.2857142857142858,1,5
2016-01-20,21672,1,1,0.0,0.0,0.0,1,2
2016-01-08,21685,1,1,0.0,0.0,0.0,1,4
2016-01-22,21685,1,1,1.0,0.0,0.0,1,4
2016-01-07,21693,1,1,0.0,0.0,0.0,1,3
2016-01-08,2170,1,2,0.0,0.0,0.0,1,4
2016-01-09,2170,1,2,2.0,0.0,0.0,1,5
2016-01-10,2170,1,1,2.0,0.0,0.0,1,6
2016-01-14,2170,1,1,1.0,0.0,0.0,1,3
2016-01-19,2170,1,1,1.0,0.0,0.0,1,1
2016-01-21,2170,1,1,1.0,0.0,0.0,1,3
2016-01-27,2170,1,1,1.0,0.0,1.2857142857142858,1,2
2016-01-30,2170,1,1,1.0,2.0,1.1428571428571428,1,5
2016-01-22,2171,1,1,0.0,0.0,0.0,1,4
2016-01-16,21733,1,2,0.0,0.0,0.0,1,5
2016-01-27,21733,1,1,2.0,0.0,0.0,1,2
2016-01-15,21735,1,1,0.0,0.0,0.0,1,4
2016-01-21,21735,1,1,1.0,0.0,0.0,1,3
2016-01-21,21752,1,1,0.0,0.0,0.0,1,3
2016-01-23,21752,1,1,1.0,0.0,0.0,1,5
2016-01-04,21813,1,12,0.0,0.0,0.0,1,0
2016-01-04,21813,1,12,12.0,0.0,0.0,1,0
2016-01-14,21824,1,1,0.0,0.0,0.0,1,3
2016-01-26,21824,1,1,1.0,0.0,0.0,1,1
2016-01-02,2183,1,1,0.0,0.0,0.0,1,5
2016-01-13,2183,1,1,1.0,0.0,0.0,1,2
2016-01-15,2183,1,1,1.0,0.0,0.0,1,4
2016-01-19,2183,1,1,1.0,0.0,0.0,1,1
2016-01-22,2183,1,1,1.0,0.0,0.0,1,4
2016-01-28,2183,1,1,1.0,0.0,0.0,1,3
2016-01-29,2183,1,2,1.0,0.0,1.1428571428571428,1,4
2016-01-30,2183,1,1,2.0,1.0,1.1428571428571428,1,5
2016-01-02,21864,1,1,0.0,0.0,0.0,1,5
2016-01-09,21864,1,1,1.0,0.0,0.0,1,5
2016-01-15,21864,1,1,1.0,0.0,0.0,1,4
2016-01-29,21864,1,1,1.0,0.0,0.0,1,4
2016-01-18,2189,1,1,0.0,0.0,0.0,1,0
2016-01-03,21951,1,1,0.0,0.0,0.0,1,6
2016-01-09,21951,1,1,1.0,0.0,0.0,1,5
2016-01-16,21951,1,3,1.0,0.0,0.0,1,5
2016-01-21,21951,1,1,3.0,0.0,0.0,1,3
2016-01-22,21951,1,2,1.0,0.0,0.0,1,4
2016-01-23,21951,1,1,2.0,0.0,0.0,1,5
2016-01-25,21951,1,1,1.0,0.0,1.4285714285714286,1,0
2016-01-29,21951,1,1,1.0,1.0,1.4285714285714286,1,4
2016-01-31,21951,1,1,1.0,1.0,1.4285714285714286,1,6
2016-01-04,21965,1,1,0.0,0.0,0.0,1,0
2016-01-11,21965,1,6,1.0,0.0,0.0,1,0
2016-01-16,21965,1,1,6.0,0.0,0.0,1,5
2016-01-23,21965,1,3,1.0,0.0,0.0,1,5
2016-01-27,21965,1,1,3.0,0.0,0.0,1,2
2016-01-29,21965,1,1,1.0,0.0,0.0,1,4
2016-01-30,21965,1,2,1.0,0.0,2.142857142857143,1,5
2016-01-02,21985,1,2,0.0,0.0,0.0,1,5
2016-01-03,21985,1,1,2.0,0.0,0.0,1,6
2016-01-07,21985,1,2,1.0,0.0,0.0,1,3
2016-01-08,21985,1,1,2.0,0.0,0.0,1,4
2016-01-12,21985,1,1,1.0,0.0,0.0,1,1
2016-01-15,21985,1,2,1.0,0.0,0.0,1,4
2016-01-16,21985,1,2,2.0,0.0,1.5714285714285714,1,5
2016-01-22,21985,1,3,2.0,2.0,1.7142857142857142,1,4
2016-01-23,21985,1,4,3.0,1.0,2.142857142857143,1,5
2016-01-26,21985,1,4,4.0,2.0,2.4285714285714284,1,1
2016-01-28,21985,1,1,4.0,1.0,2.4285714285714284,1,3
2016-01-29,21985,1,2,1.0,1.0,2.5714285714285716,1,4
2016-01-10,2199,1,1,0.0,0.0,0.0,1,6
2016-01-19,2199,1,1,1.0,0.0,0.0,1,1
2016-01-29,2200,1,1,0.0,0.0,0.0,1,4
2016-01-30,2200,1,1,1.0,0.0,0.0,1,5
2016-01-28,22014,1,1,0.0,0.0,0.0,1,3
2016-01-17,22019,1,2,0.0,0.0,0.0,1,6
2016-01-28,22019,1,1,2.0,0.0,0.0,1,3
2016-01-11,2202,1,1,0.0,0.0,0.0,1,0
2016-01-26,2202,1,1,1.0,0.0,0.0,1,1
2016-01-07,22047,1,1,0.0,0.0,0.0,1,3
2016-01-14,22047,1,1,1.0,0.0,0.0,1,3
2016-01-15,22047,1,1,1.0,0.0,0.0,1,4
2016-01-24,22047,1,4,1.0,0.0,0.0,1,6
2016-01-08,22079,1,2,0.0,0.0,0.0,1,4
2016-01-20,22079,1,1,2.0,0.0,0.0,1,2
2016-01-21,22079,1,2,1.0,0.0,0.0,1,3
2016-01-25,22079,1,1,2.0,0.0,0.0,1,0
2016-01-26,22079,1,1,1.0,0.0,0.0,1,1
2016-01-29,22079,1,2,1.0,0.0,0.0,1,4
2016-01-10,2209,1,1,0.0,0.0,0.0,1,6
2016-01-10,2209,1,1,1.0,0.0,0.0,1,6
2016-01-12,2209,1,1,1.0,0.0,0.0,1,1
2016-01-12,2209,1,1,1.0,0.0,0.0,1,1
2016-01-22,2209,1,1,1.0,0.0,0.0,1,4
2016-01-22,2209,1,1,1.0,0.0,0.0,1,4
2016-01-29,2209,1,1,1.0,0.0,1.0,1,4
2016-01-29,2209,1,1,1.0,1.0,1.0,1,4
2016-01-02,2212,1,3,0.0,0.0,0.0,1,5
2016-01-08,2212,1,1,3.0,0.0,0.0,1,4
2016-01-26,2212,1,1,1.0,0.0,0.0,1,1
2016-01-07,22143,1,1,0.0,0.0,0.0,1,3
2016-01-08,22143,1,1,1.0,0.0,0.0,1,4
2016-01-09,22143,1,6,1.0,0.0,0.0,1,5
2016-01-12,22143,1,1,6.0,0.0,0.0,1,1
2016-01-13,22143,1,1,1.0,0.0,0.0,1,2
2016-01-21,22143,1,1,1.0,0.0,0.0,1,3
2016-01-22,22143,1,9,1.0,0.0,2.857142857142857,1,4
2016-01-23,22143,1,5,9.0,1.0,3.4285714285714284,1,5
2016-01-26,22143,1,1,5.0,1.0,3.4285714285714284,1,1
2016-01-27,22143,1,6,1.0,6.0,3.4285714285714284,1,2
2016-01-29,22143,1,2,6.0,1.0,3.5714285714285716,1,4
2016-01-30,22143,1,2,2.0,1.0,3.7142857142857144,1,5
2016-01-31,22143,1,4,2.0,1.0,4.142857142857143,1,6
2016-01-24,22194,1,1,0.0,0.0,0.0,1,6
2016-01-01,22222,1,1,0.0,0.0,0.0,1,4
2016-01-11,22222,1,1,1.0,0.0,0.0,1,0
2016-01-09,22230,1,1,0.0,0.0,0.0,1,5
2016-01-13,2226,1,1,0.0,0.0,0.0,1,2
2016-01-16,2226,1,1,1.0,0.0,0.0,1,5
2016-01-29,2226,1,1,1.0,0.0,0.0,1,4
2016-01-20,22275,1,8,0.0,0.0,0.0,1,2
2016-01-12,22291,1,1,0.0,0.0,0.0,1,1
2016-01-15,22291,1,2,1.0,0.0,0.0,1,4
2016-01-05,22297,1,1,0.0,0.0,0.0,1,1
2016-01-09,22297,1,1,1.0,0.0,0.0,1,5
2016-01-14,22297,1,1,1.0,0.0,0.0,1,3
2016-01-16,22297,1,1,1.0,0.0,0.0,1,5
2016-01-24,22297,1,1,1.0,0.0,0.0,1,6
2016-01-30,22297,1,1,1.0,0.0,0.0,1,5
2016-01-09,22298,1,1,0.0,0.0,0.0,1,5
2016-01-24,22298,1,1,1.0,0.0,0.0,1,6
2016-01-09,22339,1,1,0.0,0.0,0.0,1,5
2016-01-11,2235,1,1,0.0,0.0,0.0,1,0
2016-01-12,22362,1,1,0.0,0.0,0.0,1,1
2016-01-22,22362,1,1,1.0,0.0,0.0,1,4
2016-01-26,22362,1,7,1.0,0.0,0.0,1,1
2016-01-27,22362,1,1,7.0,0.0,0.0,1,2
2016-01-16,22387,1,2,0.0,0.0,0.0,1,5
2016-01-29,22387,1,1,2.0,0.0,0.0,1,4
2016-01-17,2241,1,1,0.0,0.0,0.0,1,6
2016-01-12,22416,1,1,0.0,0.0,0.0,1,1
2016-01-21,22416,1,1,1.0,0.0,0.0,1,3
2016-01-22,22416,1,3,1.0,0.0,0.0,1,4
2016-01-04,2242,1,1,0.0,0.0,0.0,1,0
2016-01-13,2242,1,1,1.0,0.0,0.0,1,2
2016-01-19,2242,1,1,1.0,0.0,0.0,1,1
2016-01-08,22441,1,1,0.0,0.0,0.0,1,4
2016-01-09,22441,1,1,1.0,0.0,0.0,1,5
2016-01-13,22441,1,1,1.0,0.0,0.0,1,2
2016-01-15,22441,1,2,1.0,0.0,0.0,1,4
2016-01-19,22441,1,1,2.0,0.0,0.0,1,1
2016-01-21,22441,1,1,1.0,0.0,0.0,1,3
2016-01-23,22441,1,2,1.0,0.0,1.2857142857142858,1,5
2016-01-27,22441,1,1,2.0,1.0,1.2857142857142858,1,2
2016-01-29,22441,1,2,1.0,1.0,1.4285714285714286,1,4
2016-01-31,22441,1,1,2.0,1.0,1.4285714285714286,1,6
2016-01-03,22447,1,2,0.0,0.0,0.0,1,6
2016-01-05,22447,1,5,2.0,0.0,0.0,1,1
2016-01-10,22447,1,1,5.0,0.0,0.0,1,6
2016-01-12,22447,1,6,1.0,0.0,0.0,1,1
2016-01-15,22447,1,2,6.0,0.0,0.0,1,4
2016-01-16,22447,1,5,2.0,0.0,0.0,1,5
2016-01-17,22447,1,1,5.0,0.0,3.142857142857143,1,6
2016-01-18,22447,1,2,1.0,2.0,3.142857142857143,1,0
2016-01-19,22447,1,9,2.0,5.0,3.7142857142857144,1,1
2016-01-21,22447,1,1,9.0,1.0,3.7142857142857144,1,3
2016-01-23,22447,1,6,1.0,6.0,3.7142857142857144,1,5
2016-01-26,22447,1,10,6.0,2.0,4.857142857142857,1,1
2016-01-28,22447,1,2,10.0,5.0,4.428571428571429,1,3
2016-01-29,22447,1,14,2.0,1.0,6.285714285714286,1,4
2016-01-30,22447,1,3,14.0,2.0,6.428571428571429,1,5
2016-01-15,2245,1,1,0.0,0.0,0.0,1,4
2016-01-23,2245,1,1,1.0,0.0,0.0,1,5
2016-01-02,2246,1,1,0.0,0.0,0.0,1,5
2016-01-14,2246,1,1,1.0,0.0,0.0,1,3
2016-01-18,2246,1,1,1.0,0.0,0.0,1,0
2016-01-31,2246,1,1,1.0,0.0,0.0,1,6
2016-01-06,22475,1,5,0.0,0.0,0.0,1,2
2016-01-08,22475,1,1,5.0,0.0,0.0,1,4
2016-01-10,22475,1,1,1.0,0.0,0.0,1,6
2016-01-11,22475,1,1,1.0,0.0,0.0,1,0
2016-01-13,22475,1,1,1.0,0.0,0.0,1,2
2016-01-15,22475,1,1,1.0,0.0,0.0,1,4
2016-01-16,22475,1,2,1.0,0.0,1.7142857142857142,1,5
2016-01-17,22475,1,1,2.0,5.0,1.1428571428571428,1,6
2016-01-18,22475,1,1,1.0,1.0,1.1428571428571428,1,0
2016-01-20,22475,1,1,1.0,1.0,1.1428571428571428,1,2
2016-01-06,2254,1,12,0.0,0.0,0.0,1,2
2016-01-07,2254,1,1,12.0,0.0,0.0,1,3
2016-01-09,2254,1,1,1.0,0.0,0.0,1,5
2016-01-21,2254,1,1,1.0,0.0,0.0,1,3
2016-01-29,2254,1,1,1.0,0.0,0.0,1,4
2016-01-04,22569,1,1,0.0,0.0,0.0,1,0
2016-01-15,22569,1,1,1.0,0.0,0.0,1,4
2016-01-19,22569,1,2,1.0,0.0,0.0,1,1
2016-01-23,22569,1,2,2.0,0.0,0.0,1,5
2016-01-27,22569,1,1,2.0,0.0,0.0,1,2
2016-01-31,22569,1,1,1.0,0.0,0.0,1,6
2016-01-16,2258,1,1,0.0,0.0,0.0,1,5
2016-01-09,22583,1,1,0.0,0.0,0.0,1,5
2016-01-09,22584,1,1,0.0,0.0,0.0,1,5
2016-01-09,22593,1,2,0.0,0.0,0.0,1,5
2016-01-12,22593,1,1,2.0,0.0,0.0,1,1
2016-01-15,22593,1,1,1.0,0.0,0.0,1,4
2016-01-20,22593,1,1,1.0,0.0,0.0,1,2
2016-01-21,22593,1,1,1.0,0.0,0.0,1,3
2016-01-22,22593,1,1,1.0,0.0,0.0,1,4
2016-01-23,22593,1,2,1.0,0.0,1.2857142857142858,1,5
2016-01-01,22617,1,2,0.0,0.0,0.0,1,4
2016-01-10,2262,1,1,0.0,0.0,0.0,1,6
2016-01-13,22696,1,1,0.0,0.0,0.0,1,2
2016-01-29,22696,1,1,1.0,0.0,0.0,1,4
2016-01-31,22696,1,1,1.0,0.0,0.0,1,6
2016-01-21,2270,1,1,0.0,0.0,0.0,1,3
2016-01-27,22758,1,2,0.0,0.0,0.0,1,2
2016-01-29,22758,1,2,2.0,0.0,0.0,1,4
2016-01-30,22758,1,2,2.0,0.0,0.0,1,5
2016-01-19,2280,1,1,0.0,0.0,0.0,1,1
2016-01-05,22801,1,2,0.0,0.0,0.0,1,1
2016-01-13,22801,1,1,2.0,0.0,0.0,1,2
2016-01-19,22801,1,1,1.0,0.0,0.0,1,1
2016-01-20,22801,1,1,1.0,0.0,0.0,1,2
2016-01-27,22801,1,2,1.0,0.0,0.0,1,2
2016-01-22,22822,1,1,0.0,0.0,0.0,1,4
2016-01-05,22842,1,1,0.0,0.0,0.0,1,1
2016-01-17,22842,1,1,1.0,0.0,0.0,1,6
2016-01-22,22842,1,3,1.0,0.0,0.0,1,4
2016-01-02,2287,1,1,0.0,0.0,0.0,1,5
2016-01-02,22899,1,2,0.0,0.0,0.0,1,5
2016-01-04,22899,1,2,2.0,0.0,0.0,1,0
2016-01-06,22899,1,4,2.0,0.0,0.0,1,2
2016-01-07,22899,1,1,4.0,0.0,0.0,1,3
2016-01-08,22899,1,4,1.0,0.0,0.0,1,4
2016-01-09,22899,1,3,4.0,0.0,0.0,1,5
2016-01-10,22899,1,1,3.0,0.0,2.4285714285714284,1,6
2016-01-11,22899,1,4,1.0,2.0,2.7142857142857144,1,0
2016-01-12,22899,1,4,4.0,2.0,3.0,1,1
2016-01-13,22899,1,1,4.0,4.0,2.5714285714285716,1,2
2016-01-14,22899,1,1,1.0,1.0,2.5714285714285716,1,3
2016-01-15,22899,1,2,1.0,4.0,2.2857142857142856,1,4
2016-01-25,22899,1,2,2.0,3.0,2.142857142857143,1,0
2016-01-26,22899,1,3,2.0,1.0,2.4285714285714284,1,1
2016-01-27,22899,1,6,3.0,4.0,2.7142857142857144,1,2
2016-01-28,22899,1,2,6.0,4.0,2.4285714285714284,1,3
2016-01-29,22899,1,6,2.0,1.0,3.142857142857143,1,4
2016-01-30,22899,1,3,6.0,1.0,3.4285714285714284,1,5
2016-01-06,2290,1,1,0.0,0.0,0.0,1,2
2016-01-10,2290,1,1,1.0,0.0,0.0,1,6
2016-01-13,2290,1,1,1.0,0.0,0.0,1,2
2016-01-06,22903,1,1,0.0,0.0,0.0,1,2
2016-01-08,22903,1,1,1.0,0.0,0.0,1,4
2016-01-09,22903,1,3,1.0,0.0,0.0,1,5
2016-01-12,22903,1,2,3.0,0.0,0.0,1,1
2016-01-15,22903,1,1,2.0,0.0,0.0,1,4
2016-01-19,22903,1,1,1.0,0.0,0.0,1,1
2016-01-27,22903,1,5,1.0,0.0,2.0,1,2
2016-01-29,22903,1,1,5.0,1.0,2.0,1,4
2016-01-30,22903,1,8,1.0,1.0,3.0,1,5
2016-01-06,22938,1,1,0.0,0.0,0.0,1,2
2016-01-18,22938,1,2,1.0,0.0,0.0,1,0
2016-01-22,22938,1,1,2.0,0.0,0.0,1,4
2016-01-29,22938,1,1,1.0,0.0,0.0,1,4
2016-01-06,22963,1,1,0.0,0.0,0.0,1,2
2016-01-13,2302,1,1,0.0,0.0,0.0,1,2
2016-01-30,2302,1,1,1.0,0.0,0.0,1,5
2016-01-31,2302,1,1,1.0,0.0,0.0,1,6
2016-01-29,23074,1,1,0.0,0.0,0.0,1,4
2016-01-04,23095,1,1,0.0,0.0,0.0,1,0
2016-01-05,23095,1,2,1.0,0.0,0.0,1,1
2016-01-06,23095,1,3,2.0,0.0,0.0,1,2
2016-01-07,23095,1,2,3.0,0.0,0.0,1,3
2016-01-10,23095,1,1,2.0,0.0,0.0,1,6
2016-01-12,23095,1,2,1.0,0.0,0.0,1,1
2016-01-13,23095,1,1,2.0,0.0,1.7142857142857142,1,2
2016-01-16,23095,1,1,1.0,1.0,1.7142857142857142,1,5
2016-01-20,23095,1,1,1.0,2.0,1.5714285714285714,1,2
2016-01-21,23095,1,1,1.0,3.0,1.2857142857142858,1,3
2016-01-28,23095,1,2,1.0,2.0,1.2857142857142858,1,3
2016-01-29,23095,1,1,2.0,1.0,1.2857142857142858,1,4
2016-01-30,23095,1,1,1.0,2.0,1.1428571428571428,1,5
2016-01-31,2310,1,1,0.0,0.0,0.0,1,6
2016-01-06,23129,1,1,0.0,0.0,0.0,1,2
2016-01-12,23129,1,1,1.0,0.0,0.0,1,1
2016-01-15,23129,1,2,1.0,0.0,0.0,1,4
2016-01-22,23129,1,1,2.0,0.0,0.0,1,4
2016-01-23,23129,1,1,1.0,0.0,0.0,1,5
2016-01-28,23129,1,1,1.0,0.0,0.0,1,3
2016-01-02,23143,1,2,0.0,0.0,0.0,1,5
2016-01-03,23143,1,1,2.0,0.0,0.0,1,6
2016-01-15,23143,1,2,1.0,0.0,0.0,1,4
2016-01-17,23143,1,1,2.0,0.0,0.0,1,6
2016-01-22,23143,1,2,1.0,0.0,0.0,1,4
2016-01-23,23143,1,1,2.0,0.0,0.0,1,5
2016-01-25,23143,1,3,1.0,0.0,1.7142857142857142,1,0
2016-01-30,23143,1,2,3.0,2.0,1.7142857142857142,1,5
2016-01-05,23161,1,1,0.0,0.0,0.0,1,1
2016-01-16,23161,1,1,1.0,0.0,0.0,1,5
2016-01-22,23161,1,2,1.0,0.0,0.0,1,4
2016-01-02,23191,1,1,0.0,0.0,0.0,1,5
2016-01-12,23191,1,1,1.0,0.0,0.0,1,1
2016-01-15,23191,1,1,1.0,0.0,0.0,1,4
2016-01-16,23191,1,1,1.0,0.0,0.0,1,5
2016-01-17,23191,1,1,1.0,0.0,0.0,1,6
2016-01-18,23191,1,1,1.0,0.0,0.0,1,0
2016-01-20,23191,1,1,1.0,0.0,1.0,1,2
2016-01-21,23191,1,1,1.0,1.0,1.0,1,3
2016-01-25,23191,1,1,1.0,1.0,1.0,1,0
2016-01-27,23191,1,1,1.0,1.0,1.0,1,2
2016-01-29,23191,1,1,1.0,1.0,1.0,1,4
2016-01-30,23191,1,2,1.0,1.0,1.1428571428571428,1,5
2016-01-02,23212,1,1,0.0,0.0,0.0,1,5
2016-01-12,23212,1,1,1.0,0.0,0.0,1,1
2016-01-23,23212,1,1,1.0,0.0,0.0,1,5
2016-01-27,23212,1,1,1.0,0.0,0.0,1,2
2016-01-02,23218,1,1,0.0,0.0,0.0,1,5
2016-01-04,23218,1,3,1.0,0.0,0.0,1,0
2016-01-09,23218,1,3,3.0,0.0,0.0,1,5
2016-01-10,23218,1,4,3.0,0.0,0.0,1,6
2016-01-11,23218,1,2,4.0,0.0,0.0,1,0
2016-01-13,23218,1,2,2.0,0.0,0.0,1,2
2016-01-14,23218,1,2,2.0,0.0,2.4285714285714284,1,3
2016-01-18,23218,1,2,2.0,1.0,2.5714285714285716,1,0
2016-01-20,23218,1,1,2.0,3.0,2.2857142857142856,1,2
2016-01-22,23218,1,2,1.0,3.0,2.142857142857143,1,4
2016-01-23,23218,1,5,2.0,4.0,2.2857142857142856,1,5
2016-01-27,23218,1,2,5.0,2.0,2.2857142857142856,1,2
2016-01-28,23218,1,1,2.0,2.0,2.142857142857143,1,3
2016-01-29,23218,1,1,1.0,2.0,2.0,1,4
2016-01-30,23218,1,2,1.0,2.0,2.0,1,5
2016-01-31,23218,1,1,2.0,1.0,2.0,1,6
2016-01-23,23229,1,1,0.0,0.0,0.0,1,5
2016-01-28,23229,1,1,1.0,0.0,0.0,1,3
2016-01-29,23229,1,3,1.0,0.0,0.0,1,4
2016-01-01,23230,1,1,0.0,0.0,0.0,1,4
2016-01-04,23230,1,1,1.0,0.0,0.0,1,0
2016-01-10,23230,1,1,1.0,0.0,0.0,1,6
2016-01-13,23230,1,2,1.0,0.0,0.0,1,2
2016-01-15,23230,1,1,2.0,0.0,0.0,1,4
2016-01-16,23230,1,1,1.0,0.0,0.0,1,5
2016-01-21,23230,1,2,1.0,0.0,1.2857142857142858,1,3
2016-01-29,23241,1,1,0.0,0.0,0.0,1,4
2016-01-06,23253,1,2,0.0,0.0,0.0,1,2
2016-01-08,23253,1,1,2.0,0.0,0.0,1,4
2016-01-09,23253,1,5,1.0,0.0,0.0,1,5
2016-01-10,23253,1,1,5.0,0.0,0.0,1,6
2016-01-12,23253,1,1,1.0,0.0,0.0,1,1
2016-01-14,23253,1,2,1.0,0.0,0.0,1,3
2016-01-18,23253,1,1,2.0,0.0,1.8571428571428572,1,0
2016-01-20,23253,1,2,1.0,2.0,1.8571428571428572,1,2
2016-01-21,23253,1,1,2.0,1.0,1.8571428571428572,1,3
2016-01-23,23253,1,1,1.0,5.0,1.2857142857142858,1,5
2016-01-29,23253,1,2,1.0,1.0,1.4285714285714286,1,4
2016-01-30,23253,1,2,2.0,1.0,1.5714285714285714,1,5
2016-01-31,23253,1,1,2.0,2.0,1.4285714285714286,1,6
2016-01-04,23255,1,1,0.0,0.0,0.0,1,0
2016-01-07,23255,1,1,1.0,0.0,0.0,1,3
2016-01-09,23255,1,1,1.0,0.0,0.0,1,5
2016-01-10,23255,1,1,1.0,0.0,0.0,1,6
2016-01-12,23255,1,4,1.0,0.0,0.0,1,1
2016-01-14,23255,1,1,4.0,0.0,0.0,1,3
2016-01-16,23255,1,1,1.0,0.0,1.4285714285714286,1,5
2016-01-20,23255,1,1,1.0,1.0,1.4285714285714286,1,2
2016-01-22,23255,1,1,1.0,1.0,1.4285714285714286,1,4
2016-01-28,23255,1,1,1.0,1.0,1.4285714285714286,1,3
2016-01-29,23255,1,1,1.0,1.0,1.4285714285714286,1,4
2016-01-30,23255,1,1,1.0,4.0,1.0,1,5
2016-01-02,23256,1,1,0.0,0.0,0.0,1,5
2016-01-05,23256,1,6,1.0,0.0,0.0,1,1
2016-01-06,23256,1,3,6.0,0.0,0.0,1,2
2016-01-09,23256,1,4,3.0,0.0,0.0,1,5
2016-01-10,23256,1,4,4.0,0.0,0.0,1,6
2016-01-11,23256,1,2,4.0,0.0,0.0,1,0
2016-01-13,23256,1,1,2.0,0.0,3.0,1,2
