Store,onHand,startDate,ItemId
1,3,2015-12-31,4190
1,15,2015-12-31,4194
1,1,2015-12-31,4195
1,17,2015-12-31,4196
1,11,2015-12-31,4197
1,43,2015-12-31,4198
1,7,2015-12-31,4199
1,17,2015-12-31,4200
1,22,2015-12-31,4201
1,12,2015-12-31,4204
1,22,2015-12-31,4211
1,71,2015-12-31,4218
1,0,2015-12-31,4221
1,6,2015-12-31,4222
1,31,2015-12-31,4223
1,12,2015-12-31,4224
1,38,2015-12-31,4225
1,0,2015-12-31,4226
1,6,2015-12-31,4227
1,14,2015-12-31,4228
1,20,2015-12-31,4229
1,2,2015-12-31,4233
1,14,2015-12-31,4234
1,3,2015-12-31,4239
1,33,2015-12-31,4241
1,66,2015-12-31,4243
1,8,2015-12-31,4245
1,5,2015-12-31,4246
1,13,2015-12-31,4247
1,30,2015-12-31,4249
1,1,2015-12-31,4250
1,138,2015-12-31,4252
1,16,2015-12-31,4258
1,0,2015-12-31,4261
1,0,2015-12-31,4262
1,3,2015-12-31,4263
1,0,2015-12-31,4264
1,13,2015-12-31,4265
1,0,2015-12-31,4267
1,17,2015-12-31,4268
1,16,2015-12-31,4269
1,5,2015-12-31,4270
1,14,2015-12-31,4272
1,8,2015-12-31,4274
1,21,2015-12-31,4278
1,16,2015-12-31,4280
1,30,2015-12-31,4282
1,7,2015-12-31,4283
1,9,2015-12-31,4287
1,0,2015-12-31,4290
1,16,2015-12-31,4291
1,27,2015-12-31,4294
1,26,2015-12-31,4296
1,15,2015-12-31,4297
1,23,2015-12-31,4299
1,7,2015-12-31,4302
1,6,2015-12-31,4303
1,0,2015-12-31,4304
1,0,2015-12-31,4309
1,1,2015-12-31,4313
1,12,2015-12-31,4315
1,1,2015-12-31,4317
1,9,2015-12-31,4320
1,8,2015-12-31,4326
1,11,2015-12-31,4327
1,12,2015-12-31,4330
1,4,2015-12-31,4334
1,21,2015-12-31,4343
1,11,2015-12-31,4345
1,25,2015-12-31,4346
1,18,2015-12-31,4349
1,15,2015-12-31,4351
1,8,2015-12-31,4353
1,5,2015-12-31,4355
1,2,2015-12-31,4358
1,17,2015-12-31,4359
1,4,2015-12-31,4363
1,19,2015-12-31,4368
1,16,2015-12-31,4370
1,63,2015-12-31,4379
1,12,2015-12-31,4380
1,7,2015-12-31,4382
1,0,2015-12-31,4385
1,8,2015-12-31,4386
1,8,2015-12-31,4390
1,0,2015-12-31,4404
1,2,2015-12-31,4410
1,5,2015-12-31,4411
1,6,2015-12-31,4412
1,3,2015-12-31,4413
1,5,2015-12-31,4414
1,8,2015-12-31,4416
1,6,2015-12-31,4422
1,0,2015-12-31,4429
1,15,2015-12-31,4431
1,9,2015-12-31,4437
1,25,2015-12-31,4438
1,21,2015-12-31,4447
1,2,2015-12-31,4450
1,8,2015-12-31,4453
1,7,2015-12-31,4478
1,9,2015-12-31,4480
1,35,2015-12-31,4483
1,16,2015-12-31,4488
1,7,2015-12-31,4491
1,12,2015-12-31,4494
1,2,2015-12-31,4502
1,9,2015-12-31,4513
1,2,2015-12-31,4521
1,9,2015-12-31,4522
1,10,2015-12-31,4524
1,8,2015-12-31,4528
1,6,2015-12-31,4550
1,14,2015-12-31,4563
1,20,2015-12-31,4565
1,4,2015-12-31,4574
1,0,2015-12-31,4580
1,4,2015-12-31,4583
1,13,2015-12-31,4624
1,5,2015-12-31,4625
1,17,2015-12-31,4626
1,9,2015-12-31,4628
1,9,2015-12-31,4629
1,16,2015-12-31,4634
1,0,2015-12-31,4639
1,11,2015-12-31,4652
1,14,2015-12-31,4662
1,13,2015-12-31,4664
1,1,2015-12-31,4670
1,9,2015-12-31,4673
1,8,2015-12-31,4677
1,6,2015-12-31,4678
1,16,2015-12-31,4679
1,8,2015-12-31,4682
1,44,2015-12-31,4683
1,11,2015-12-31,4686
1,13,2015-12-31,4689
1,12,2015-12-31,4696
1,1,2015-12-31,4698
1,22,2015-12-31,4701
1,8,2015-12-31,4702
1,22,2015-12-31,4703
1,1,2015-12-31,4705
1,14,2015-12-31,4722
1,7,2015-12-31,4724
1,7,2015-12-31,4732
1,23,2015-12-31,4734
1,16,2015-12-31,4736
1,16,2015-12-31,4737
1,2,2015-12-31,4748
1,4,2015-12-31,4751
1,0,2015-12-31,4762
1,11,2015-12-31,4764
1,7,2015-12-31,4767
1,6,2015-12-31,4779
1,20,2015-12-31,4783
1,2,2015-12-31,4787
1,10,2015-12-31,4796
1,97,2015-12-31,4798
1,10,2015-12-31,4804
1,9,2015-12-31,4806
1,7,2015-12-31,4817
1,71,2015-12-31,4818
1,0,2015-12-31,4829
1,1,2015-12-31,4833
1,12,2015-12-31,4834
1,6,2015-12-31,4846
1,1,2015-12-31,4878
1,56,2015-12-31,4881
1,14,2015-12-31,4882
1,2,2015-12-31,4889
1,29,2015-12-31,4896
1,43,2015-12-31,4897
1,4,2015-12-31,4898
1,12,2015-12-31,4899
1,152,2015-12-31,4903
1,4,2015-12-31,4916
1,5,2015-12-31,4921
1,7,2015-12-31,4932
1,29,2015-12-31,4938
1,18,2015-12-31,4939
1,12,2015-12-31,4945
1,10,2015-12-31,4959
1,15,2015-12-31,4979
1,0,2015-12-31,4989
1,26,2015-12-31,5014
1,12,2015-12-31,5027
1,5,2015-12-31,5031
1,1,2015-12-31,5033
1,17,2015-12-31,5042
1,52,2015-12-31,5054
1,1,2015-12-31,5056
1,6,2015-12-31,5058
1,0,2015-12-31,5060
1,5,2015-12-31,5070
1,9,2015-12-31,5075
1,8,2015-12-31,5076
1,8,2015-12-31,5087
1,4,2015-12-31,5090
1,4,2015-12-31,5096
1,25,2015-12-31,5101
1,36,2015-12-31,5103
1,10,2015-12-31,5105
1,10,2015-12-31,5107
1,14,2015-12-31,5109
1,17,2015-12-31,5111
1,11,2015-12-31,5124
1,21,2015-12-31,5125
1,10,2015-12-31,5128
1,6,2015-12-31,5130
1,16,2015-12-31,5134
1,4,2015-12-31,5137
1,71,2015-12-31,5138
1,35,2015-12-31,5142
1,0,2015-12-31,5146
1,0,2015-12-31,5147
1,0,2015-12-31,5148
1,4,2015-12-31,5149
1,6,2015-12-31,5153
1,0,2015-12-31,5155
1,0,2015-12-31,5160
1,0,2015-12-31,5165
1,46,2015-12-31,5168
1,7,2015-12-31,5169
1,13,2015-12-31,5170
1,15,2015-12-31,5185
1,2,2015-12-31,5187
1,3,2015-12-31,5188
1,0,2015-12-31,5191
1,4,2015-12-31,5192
1,4,2015-12-31,5194
1,20,2015-12-31,5195
1,13,2015-12-31,5197
1,13,2015-12-31,5202
1,12,2015-12-31,5212
1,15,2015-12-31,5215
1,19,2015-12-31,5218
1,9,2015-12-31,5219
1,6,2015-12-31,5220
1,0,2015-12-31,5221
1,13,2015-12-31,5223
1,14,2015-12-31,5228
1,7,2015-12-31,5230
1,18,2015-12-31,5232
1,0,2015-12-31,5233
1,12,2015-12-31,5242
1,7,2015-12-31,5246
1,33,2015-12-31,5251
1,15,2015-12-31,5253
1,12,2015-12-31,5254
1,6,2015-12-31,5255
1,5,2015-12-31,5259
1,79,2015-12-31,5270
1,7,2015-12-31,5277
1,6,2015-12-31,5285
1,0,2015-12-31,5292
1,30,2015-12-31,5296
1,19,2015-12-31,5297
1,19,2015-12-31,5298
1,56,2015-12-31,5299
1,18,2015-12-31,5308
1,15,2015-12-31,5311
1,7,2015-12-31,5312
1,14,2015-12-31,5315
1,0,2015-12-31,5316
1,15,2015-12-31,5317
1,18,2015-12-31,5318
1,8,2015-12-31,5325
1,7,2015-12-31,5330
1,12,2015-12-31,5333
1,1,2015-12-31,5334
1,12,2015-12-31,5337
1,77,2015-12-31,5339
1,21,2015-12-31,5342
1,10,2015-12-31,5346
1,2,2015-12-31,5348
1,26,2015-12-31,5353
1,0,2015-12-31,5356
1,6,2015-12-31,5358
1,7,2015-12-31,5359
1,1,2015-12-31,5361
1,64,2015-12-31,5364
1,31,2015-12-31,5365
1,18,2015-12-31,5367
1,11,2015-12-31,5368
1,0,2015-12-31,5371
1,11,2015-12-31,5373
1,6,2015-12-31,5375
1,3,2015-12-31,5378
1,33,2015-12-31,5381
1,0,2015-12-31,5382
1,121,2015-12-31,5390
1,8,2015-12-31,5391
1,44,2015-12-31,5392
1,4,2015-12-31,5394
1,13,2015-12-31,5396
1,206,2015-12-31,5399
1,60,2015-12-31,5401
1,9,2015-12-31,5403
1,0,2015-12-31,5404
1,25,2015-12-31,5410
1,8,2015-12-31,5414
1,12,2015-12-31,5415
1,9,2015-12-31,5434
1,19,2015-12-31,5438
1,22,2015-12-31,5440
1,10,2015-12-31,5444
1,66,2015-12-31,5445
1,16,2015-12-31,5447
1,0,2015-12-31,5452
1,40,2015-12-31,5457
1,12,2015-12-31,5458
1,10,2015-12-31,5462
1,6,2015-12-31,5468
1,12,2015-12-31,5480
1,8,2015-12-31,5489
1,14,2015-12-31,5490
1,0,2015-12-31,5491
1,7,2015-12-31,5502
1,13,2015-12-31,5505
1,7,2015-12-31,5525
1,49,2015-12-31,5536
1,1,2015-12-31,5539
1,9,2015-12-31,5549
1,5,2015-12-31,5560
1,6,2015-12-31,5566
1,24,2015-12-31,5587
1,7,2015-12-31,5597
1,0,2015-12-31,5606
1,15,2015-12-31,5616
1,2,2015-12-31,5626
1,9,2015-12-31,5627
1,11,2015-12-31,5628
1,46,2015-12-31,5629
1,12,2015-12-31,5630
1,23,2015-12-31,5633
1,14,2015-12-31,5641
1,14,2015-12-31,5655
1,105,2015-12-31,5656
1,1,2015-12-31,5661
1,11,2015-12-31,5662
1,10,2015-12-31,5667
1,6,2015-12-31,5668
1,10,2015-12-31,5669
1,21,2015-12-31,5676
1,21,2015-12-31,5680
1,7,2015-12-31,5681
1,11,2015-12-31,5685
1,9,2015-12-31,5688
1,8,2015-12-31,5689
1,10,2015-12-31,5691
1,9,2015-12-31,5693
1,0,2015-12-31,5694
1,1,2015-12-31,5697
1,11,2015-12-31,5698
1,6,2015-12-31,5702
1,14,2015-12-31,5705
1,13,2015-12-31,5706
1,2,2015-12-31,5707
1,0,2015-12-31,5708
1,17,2015-12-31,5713
1,8,2015-12-31,5714
1,17,2015-12-31,5725
1,17,2015-12-31,5731
1,34,2015-12-31,5734
1,39,2015-12-31,5735
1,26,2015-12-31,5737
1,0,2015-12-31,5739
1,14,2015-12-31,5740
1,7,2015-12-31,5741
1,26,2015-12-31,5747
1,7,2015-12-31,5750
1,3,2015-12-31,5758
1,21,2015-12-31,5759
1,28,2015-12-31,5765
1,32,2015-12-31,5767
1,1,2015-12-31,5771
1,54,2015-12-31,5773
1,11,2015-12-31,5776
1,10,2015-12-31,5780
1,27,2015-12-31,5805
1,7,2015-12-31,5808
1,26,2015-12-31,5810
1,15,2015-12-31,5815
1,17,2015-12-31,5817
1,6,2015-12-31,5822
1,8,2015-12-31,5826
1,4,2015-12-31,5828
1,0,2015-12-31,5833
1,5,2015-12-31,5838
1,0,2015-12-31,5847
1,21,2015-12-31,5849
1,8,2015-12-31,5855
1,48,2015-12-31,5872
1,0,2015-12-31,5873
1,6,2015-12-31,5875
1,124,2015-12-31,5877
1,5,2015-12-31,5890
1,6,2015-12-31,5891
1,4,2015-12-31,5897
1,5,2015-12-31,5911
1,8,2015-12-31,5921
1,2,2015-12-31,5925
1,0,2015-12-31,5929
1,34,2015-12-31,5952
1,6,2015-12-31,5962
1,8,2015-12-31,5977
1,2,2015-12-31,5983
1,5,2015-12-31,5990
1,3,2015-12-31,6015
1,3,2015-12-31,6021
1,12,2015-12-31,6042
1,0,2015-12-31,6081
1,9,2015-12-31,6096
1,5,2015-12-31,6102
1,18,2015-12-31,6105
1,4,2015-12-31,6115
1,7,2015-12-31,6116
1,13,2015-12-31,6126
1,7,2015-12-31,6145
1,45,2015-12-31,6150
1,4,2015-12-31,6157
1,14,2015-12-31,6162
1,0,2015-12-31,6168
1,15,2015-12-31,6173
1,26,2015-12-31,6174
1,3,2015-12-31,6183
1,8,2015-12-31,6193
1,4,2015-12-31,6195
1,0,2015-12-31,6206
1,6,2015-12-31,6213
1,11,2015-12-31,6216
1,27,2015-12-31,6224
1,3,2015-12-31,6225
1,8,2015-12-31,6226
1,6,2015-12-31,6227
1,9,2015-12-31,6231
1,10,2015-12-31,6234
1,13,2015-12-31,6236
1,18,2015-12-31,6249
1,11,2015-12-31,6254
1,14,2015-12-31,6256
1,15,2015-12-31,6264
1,15,2015-12-31,6267
1,15,2015-12-31,6269
1,67,2015-12-31,6270
1,14,2015-12-31,6273
1,45,2015-12-31,6278
1,1,2015-12-31,6281
1,10,2015-12-31,6285
1,3,2015-12-31,6288
1,35,2015-12-31,6293
1,8,2015-12-31,6296
1,14,2015-12-31,6312
1,9,2015-12-31,6319
1,14,2015-12-31,6329
1,13,2015-12-31,6344
1,31,2015-12-31,6349
1,22,2015-12-31,6351
1,8,2015-12-31,6356
1,1,2015-12-31,6358
1,40,2015-12-31,6385
1,6,2015-12-31,6396
1,10,2015-12-31,6398
1,14,2015-12-31,6402
1,18,2015-12-31,6420
1,36,2015-12-31,6429
1,1,2015-12-31,6432
1,20,2015-12-31,6433
1,14,2015-12-31,6448
1,0,2015-12-31,6451
1,27,2015-12-31,6455
1,0,2015-12-31,6459
1,37,2015-12-31,6478
1,38,2015-12-31,6479
1,12,2015-12-31,6495
1,10,2015-12-31,6498
1,9,2015-12-31,6499
1,18,2015-12-31,6524
1,3,2015-12-31,6529
1,20,2015-12-31,6530
1,0,2015-12-31,6535
1,22,2015-12-31,6542
1,11,2015-12-31,6552
1,14,2015-12-31,6553
1,7,2015-12-31,6563
1,30,2015-12-31,6565
1,18,2015-12-31,6567
1,12,2015-12-31,6569
1,0,2015-12-31,6570
1,17,2015-12-31,6572
1,11,2015-12-31,6574
1,23,2015-12-31,6575
1,30,2015-12-31,6579
1,16,2015-12-31,6581
1,10,2015-12-31,6585
1,18,2015-12-31,6586
1,8,2015-12-31,6590
1,18,2015-12-31,6593
1,29,2015-12-31,6595
1,18,2015-12-31,6596
1,24,2015-12-31,6599
1,9,2015-12-31,6608
1,5,2015-12-31,6624
1,0,2015-12-31,6638
1,46,2015-12-31,6647
1,1,2015-12-31,6649
1,50,2015-12-31,6650
1,21,2015-12-31,6651
1,68,2015-12-31,6654
1,5,2015-12-31,6658
1,15,2015-12-31,6659
1,7,2015-12-31,6660
1,5,2015-12-31,6670
1,12,2015-12-31,6681
1,0,2015-12-31,6682
1,52,2015-12-31,6688
1,19,2015-12-31,6692
1,18,2015-12-31,6694
1,12,2015-12-31,6721
1,16,2015-12-31,6725
1,36,2015-12-31,6727
1,28,2015-12-31,6742
1,5,2015-12-31,6743
1,6,2015-12-31,6755
1,57,2015-12-31,6824
1,19,2015-12-31,6828
1,5,2015-12-31,6854
1,28,2015-12-31,6855
1,11,2015-12-31,6857
1,16,2015-12-31,6859
1,24,2015-12-31,6861
1,17,2015-12-31,6864
1,17,2015-12-31,6867
1,15,2015-12-31,6873
1,12,2015-12-31,6876
1,240,2015-12-31,6879
1,21,2015-12-31,6881
1,10,2015-12-31,6896
1,10,2015-12-31,6918
1,6,2015-12-31,6929
1,16,2015-12-31,6932
1,24,2015-12-31,6933
1,20,2015-12-31,6937
1,29,2015-12-31,6938
1,5,2015-12-31,6942
1,29,2015-12-31,6946
1,4,2015-12-31,6950
1,2,2015-12-31,6952
1,3,2015-12-31,6957
1,21,2015-12-31,6958
1,42,2015-12-31,6960
1,108,2015-12-31,6967
1,8,2015-12-31,6975
1,8,2015-12-31,6976
1,32,2015-12-31,6980
1,11,2015-12-31,6983
1,24,2015-12-31,6984
1,0,2015-12-31,6986
1,4,2015-12-31,6990
1,6,2015-12-31,7017
1,9,2015-12-31,7127
1,20,2015-12-31,7159
1,24,2015-12-31,7198
1,14,2015-12-31,7202
1,14,2015-12-31,7211
1,9,2015-12-31,7221
1,30,2015-12-31,7224
1,6,2015-12-31,7254
1,9,2015-12-31,7261
1,10,2015-12-31,7262
1,5,2015-12-31,7278
1,15,2015-12-31,7279
1,33,2015-12-31,7282
1,4,2015-12-31,7293
1,16,2015-12-31,7302
1,13,2015-12-31,7320
1,0,2015-12-31,7321
1,5,2015-12-31,7340
1,5,2015-12-31,7341
1,0,2015-12-31,7345
1,6,2015-12-31,7353
1,1,2015-12-31,7358
1,23,2015-12-31,7361
1,10,2015-12-31,7374
1,0,2015-12-31,7413
1,2,2015-12-31,7423
1,24,2015-12-31,7535
1,5,2015-12-31,7537
1,5,2015-12-31,7629
1,0,2015-12-31,7715
1,14,2015-12-31,7716
1,25,2015-12-31,7725
1,23,2015-12-31,7728
1,31,2015-12-31,7780
1,17,2015-12-31,7792
1,4,2015-12-31,7828
1,10,2015-12-31,7860
1,0,2015-12-31,7865
1,5,2015-12-31,7868
1,88,2015-12-31,7872
1,52,2015-12-31,7878
1,4,2015-12-31,7891
1,6,2015-12-31,7909
1,1,2015-12-31,7931
1,10,2015-12-31,7969
1,15,2015-12-31,7977
1,7,2015-12-31,7978
1,11,2015-12-31,7982
1,7,2015-12-31,7985
1,8,2015-12-31,7986
1,1,2015-12-31,7990
1,16,2015-12-31,7991
1,12,2015-12-31,7992
1,10,2015-12-31,7993
1,10,2015-12-31,7994
1,8,2015-12-31,7995
1,8,2015-12-31,7996
1,25,2015-12-31,8000
1,4,2015-12-31,8010
1,29,2015-12-31,8016
1,37,2015-12-31,8018
1,40,2015-12-31,8021
1,39,2015-12-31,8023
1,109,2015-12-31,8027
1,1,2015-12-31,8032
1,47,2015-12-31,8033
1,1,2015-12-31,8040
1,19,2015-12-31,8050
1,21,2015-12-31,8053
1,3,2015-12-31,8057
1,5,2015-12-31,8059
1,107,2015-12-31,8064
1,23,2015-12-31,8066
1,65,2015-12-31,8068
1,44,2015-12-31,8072
1,5,2015-12-31,8075
1,7,2015-12-31,8077
1,5,2015-12-31,8078
1,33,2015-12-31,8082
1,12,2015-12-31,8085
1,118,2015-12-31,8092
1,68,2015-12-31,8096
1,0,2015-12-31,8097
1,87,2015-12-31,8101
1,17,2015-12-31,8102
1,0,2015-12-31,8103
1,29,2015-12-31,8107
1,11,2015-12-31,8110
1,58,2015-12-31,8111
1,50,2015-12-31,8112
1,16,2015-12-31,8113
1,0,2015-12-31,8118
1,4,2015-12-31,8119
1,11,2015-12-31,8120
1,19,2015-12-31,8123
1,21,2015-12-31,8124
1,5,2015-12-31,8128
1,29,2015-12-31,8130
1,10,2015-12-31,8131
1,5,2015-12-31,8135
1,16,2015-12-31,8143
1,7,2015-12-31,8144
1,23,2015-12-31,8149
1,17,2015-12-31,8152
1,10,2015-12-31,8154
1,24,2015-12-31,8155
1,77,2015-12-31,8159
1,22,2015-12-31,8166
1,28,2015-12-31,8170
1,3,2015-12-31,8171
1,101,2015-12-31,8172
1,9,2015-12-31,8173
1,46,2015-12-31,8178
1,76,2015-12-31,8184
1,10,2015-12-31,8187
1,32,2015-12-31,8189
1,4,2015-12-31,8191
1,0,2015-12-31,8200
1,45,2015-12-31,8202
1,216,2015-12-31,8203
1,2,2015-12-31,8205
1,11,2015-12-31,8212
1,7,2015-12-31,8214
1,23,2015-12-31,8218
1,3,2015-12-31,8221
1,27,2015-12-31,8223
1,20,2015-12-31,8231
1,7,2015-12-31,8232
1,57,2015-12-31,8236
1,3,2015-12-31,8237
1,15,2015-12-31,8242
1,16,2015-12-31,8246
1,5,2015-12-31,8252
1,11,2015-12-31,8258
1,6,2015-12-31,8262
1,41,2015-12-31,8264
1,11,2015-12-31,8265
1,3,2015-12-31,8267
1,6,2015-12-31,8275
1,7,2015-12-31,8280
1,0,2015-12-31,8288
1,0,2015-12-31,8295
1,5,2015-12-31,8296
1,12,2015-12-31,8298
1,27,2015-12-31,8312
1,11,2015-12-31,8322
1,14,2015-12-31,8323
1,30,2015-12-31,8329
1,0,2015-12-31,8338
1,63,2015-12-31,8339
1,0,2015-12-31,8342
1,35,2015-12-31,8345
1,12,2015-12-31,8346
1,10,2015-12-31,8351
1,3,2015-12-31,8358
1,4,2015-12-31,8361
1,0,2015-12-31,8368
1,10,2015-12-31,8369
1,20,2015-12-31,8370
1,12,2015-12-31,8379
1,18,2015-12-31,8386
1,55,2015-12-31,8387
1,25,2015-12-31,8393
1,27,2015-12-31,8395
1,19,2015-12-31,8398
1,16,2015-12-31,8402
1,25,2015-12-31,8408
1,12,2015-12-31,8409
1,8,2015-12-31,8412
1,19,2015-12-31,8413
1,6,2015-12-31,8419
1,15,2015-12-31,8420
1,0,2015-12-31,8421
1,13,2015-12-31,8424
1,10,2015-12-31,8425
1,34,2015-12-31,8440
1,2,2015-12-31,8441
1,6,2015-12-31,8442
1,5,2015-12-31,8443
1,7,2015-12-31,8444
1,0,2015-12-31,8447
1,15,2015-12-31,8448
1,14,2015-12-31,8450
1,9,2015-12-31,8451
1,9,2015-12-31,8452
1,2,2015-12-31,8454
1,11,2015-12-31,8455
1,6,2015-12-31,8458
1,7,2015-12-31,8462
1,22,2015-12-31,8464
1,143,2015-12-31,8467
1,6,2015-12-31,8469
1,27,2015-12-31,8470
1,5,2015-12-31,8472
1,7,2015-12-31,8473
1,14,2015-12-31,8474
1,8,2015-12-31,8476
1,33,2015-12-31,8480
1,6,2015-12-31,8482
1,20,2015-12-31,8485
1,9,2015-12-31,8491
1,15,2015-12-31,8497
1,34,2015-12-31,8498
1,56,2015-12-31,8500
1,1,2015-12-31,8501
1,22,2015-12-31,8504
1,31,2015-12-31,8506
1,22,2015-12-31,8512
1,94,2015-12-31,8513
1,41,2015-12-31,8515
1,48,2015-12-31,8517
1,19,2015-12-31,8520
1,33,2015-12-31,8526
1,0,2015-12-31,8534
1,0,2015-12-31,8537
1,4,2015-12-31,8543
1,8,2015-12-31,8562
1,0,2015-12-31,8576
1,12,2015-12-31,8579
1,8,2015-12-31,8590
1,14,2015-12-31,8599
1,0,2015-12-31,8606
1,21,2015-12-31,8609
1,5,2015-12-31,8612
1,0,2015-12-31,8617
1,19,2015-12-31,8619
1,4,2015-12-31,8620
1,16,2015-12-31,8621
1,12,2015-12-31,8622
1,10,2015-12-31,8623
1,4,2015-12-31,8626
1,0,2015-12-31,8627
1,7,2015-12-31,8628
1,5,2015-12-31,8637
1,6,2015-12-31,8652
1,0,2015-12-31,8653
1,4,2015-12-31,8654
1,11,2015-12-31,8655
1,0,2015-12-31,8658
1,5,2015-12-31,8660
1,16,2015-12-31,8664
1,6,2015-12-31,8670
1,10,2015-12-31,8671
1,6,2015-12-31,8673
1,6,2015-12-31,8674
1,1,2015-12-31,8676
1,8,2015-12-31,8677
1,52,2015-12-31,8678
1,44,2015-12-31,8680
1,5,2015-12-31,8689
1,20,2015-12-31,8691
1,12,2015-12-31,8693
1,0,2015-12-31,8694
1,4,2015-12-31,8696
1,45,2015-12-31,8700
1,6,2015-12-31,8701
1,4,2015-12-31,8725
1,0,2015-12-31,8726
1,29,2015-12-31,8727
1,24,2015-12-31,8730
1,3,2015-12-31,8737
1,8,2015-12-31,8744
1,18,2015-12-31,8746
1,27,2015-12-31,8749
1,21,2015-12-31,8761
1,21,2015-12-31,8778
1,5,2015-12-31,8780
1,12,2015-12-31,8781
1,12,2015-12-31,8787
1,104,2015-12-31,8788
1,6,2015-12-31,8790
1,1,2015-12-31,8808
1,37,2015-12-31,8815
1,18,2015-12-31,8819
1,29,2015-12-31,8822
1,10,2015-12-31,8823
1,16,2015-12-31,8837
1,24,2015-12-31,8838
1,28,2015-12-31,8840
1,26,2015-12-31,8892
1,18,2015-12-31,8893
1,28,2015-12-31,8897
1,10,2015-12-31,8898
1,2,2015-12-31,8905
1,95,2015-12-31,8910
1,50,2015-12-31,8921
1,3,2015-12-31,8922
1,26,2015-12-31,8929
1,8,2015-12-31,8943
1,8,2015-12-31,8958
1,17,2015-12-31,8961
1,17,2015-12-31,8962
1,10,2015-12-31,8970
1,3,2015-12-31,8978
1,0,2015-12-31,8985
1,8,2015-12-31,9028
1,10,2015-12-31,9037
1,1,2015-12-31,9092
1,3,2015-12-31,9109
1,3,2015-12-31,9115
1,8,2015-12-31,9118
1,7,2015-12-31,9129
1,0,2015-12-31,9136
1,4,2015-12-31,9145
1,6,2015-12-31,9256
1,3,2015-12-31,9304
1,4,2015-12-31,9358
1,5,2015-12-31,9360
1,4,2015-12-31,9361
1,11,2015-12-31,9388
1,25,2015-12-31,10021
1,14,2015-12-31,10051
1,21,2015-12-31,10058
1,23,2015-12-31,10062
1,20,2015-12-31,10227
1,1,2015-12-31,10236
1,14,2015-12-31,10238
1,14,2015-12-31,10239
1,18,2015-12-31,10254
1,26,2015-12-31,10264
1,12,2015-12-31,10266
1,0,2015-12-31,10296
1,36,2015-12-31,10357
1,13,2015-12-31,10420
1,6,2015-12-31,10421
1,4,2015-12-31,10441
1,38,2015-12-31,10443
1,13,2015-12-31,10451
1,20,2015-12-31,10453
1,0,2015-12-31,10469
1,55,2015-12-31,10472
1,28,2015-12-31,10579
1,15,2015-12-31,10596
1,11,2015-12-31,10603
1,11,2015-12-31,10609
1,14,2015-12-31,10626
1,7,2015-12-31,10676
1,12,2015-12-31,10680
1,16,2015-12-31,10723
1,21,2015-12-31,10727
1,2,2015-12-31,10750
1,2,2015-12-31,10792
1,3,2015-12-31,10874
1,10,2015-12-31,10895
1,3,2015-12-31,10927
1,11,2015-12-31,10957
1,10,2015-12-31,11003
1,66,2015-12-31,11067
1,18,2015-12-31,11089
1,7,2015-12-31,11141
1,9,2015-12-31,11152
1,28,2015-12-31,11196
1,30,2015-12-31,11199
1,4,2015-12-31,11200
1,21,2015-12-31,11213
1,14,2015-12-31,11214
1,54,2015-12-31,11219
1,4,2015-12-31,11227
1,2,2015-12-31,11238
1,7,2015-12-31,11310
1,7,2015-12-31,11320
1,3,2015-12-31,11337
1,9,2015-12-31,11340
1,13,2015-12-31,11353
1,2,2015-12-31,11354
1,17,2015-12-31,11367
1,28,2015-12-31,11414
1,7,2015-12-31,11420
1,4,2015-12-31,11440
1,12,2015-12-31,11449
1,12,2015-12-31,11456
1,21,2015-12-31,11480
1,12,2015-12-31,11488
1,10,2015-12-31,11698
1,4,2015-12-31,11771
1,56,2015-12-31,11825
1,25,2015-12-31,11826
1,2,2015-12-31,11827
1,25,2015-12-31,11828
1,11,2015-12-31,11888
1,1,2015-12-31,11932
1,13,2015-12-31,11957
1,2,2015-12-31,11970
1,13,2015-12-31,12024
1,9,2015-12-31,12069
1,16,2015-12-31,12078
1,18,2015-12-31,12086
1,5,2015-12-31,12111
1,13,2015-12-31,12116
1,11,2015-12-31,12123
1,17,2015-12-31,12140
1,24,2015-12-31,12147
1,16,2015-12-31,12155
1,27,2015-12-31,12191
1,5,2015-12-31,12192
1,36,2015-12-31,12211
1,0,2015-12-31,12212
1,22,2015-12-31,12213
1,7,2015-12-31,12216
1,16,2015-12-31,12220
1,11,2015-12-31,12227
1,5,2015-12-31,12235
1,9,2015-12-31,12270
1,2,2015-12-31,12310
1,9,2015-12-31,12343
1,8,2015-12-31,12416
1,33,2015-12-31,12465
1,7,2015-12-31,12478
1,13,2015-12-31,12479
1,27,2015-12-31,12495
1,12,2015-12-31,12520
1,11,2015-12-31,12586
1,27,2015-12-31,12666
1,5,2015-12-31,12685
1,16,2015-12-31,12747
1,5,2015-12-31,12771
1,22,2015-12-31,12772
1,19,2015-12-31,12773
1,4,2015-12-31,12901
1,25,2015-12-31,12943
1,22,2015-12-31,12945
1,7,2015-12-31,12951
1,5,2015-12-31,12994
1,4,2015-12-31,13081
1,17,2015-12-31,13097
1,9,2015-12-31,13124
1,14,2015-12-31,13141
1,24,2015-12-31,13163
1,11,2015-12-31,13225
1,5,2015-12-31,13258
1,9,2015-12-31,13260
1,12,2015-12-31,13278
1,26,2015-12-31,13303
1,8,2015-12-31,13393
1,4,2015-12-31,13395
1,14,2015-12-31,13397
1,30,2015-12-31,13422
